,0,1,2,3
1417,MSW Energy Holdings LLC,30-Mar-2004,31-Dec-2003,—
1418,Environmental Power Corp,30-Mar-2004,31-Dec-2003,EPGRQ.PK
1419,Helix Ironwood LLC (LEBANON),30-Mar-2004,31-Dec-2003,—
1420,Kentucky Utilities Co,30-Mar-2004,31-Dec-2003,KUTLP.PK^J05
1421,Indiantown Cogeneration Funding Corp,30-Mar-2004,31-Dec-2003,—
1422,Cap Rock Energy LLC,30-Mar-2004,31-Dec-2003,RKE.A^E06
1423,Maine Public Service Co,30-Mar-2004,31-Dec-2003,—
1424,Covanta Energy LLC,30-Mar-2004,31-Dec-2003,CVGYQ.PK^L04
1425,Chugach Electric Association Inc,30-Mar-2004,31-Dec-2003,—
1426,Atlantic City Electric Transition,29-Mar-2004,31-Dec-2003,—
1427,Pineapple Energy Inc,29-Mar-2004,31-Dec-2003,PEGY.OQ
1428,Oglethorpe Power Corp,29-Mar-2004,31-Dec-2003,—
1429,Southern Indiana Gas and Electric Co,26-Mar-2004,31-Dec-2003,—
1430,Baycorp Holdings Ltd,26-Mar-2004,31-Dec-2003,MWH.A^L05
1431,Black Hills Power Inc,25-Mar-2004,31-Dec-2003,—
1432,Oncor Electric Delivery Transition Bond Company LLC,25-Mar-2004,31-Dec-2003,—
1433,ESI Tractebel Funding Corp,24-Mar-2004,31-Dec-2003,—
1434,Portland General Electric Co,22-Mar-2004,31-Dec-2003,POR.N
1435,Oncor Electric Delivery Company LLC,19-Mar-2004,31-Dec-2003,—
1436,Energy Future Competitive Holdings Company LLC,19-Mar-2004,31-Dec-2003,TXHCO.PK^J05
1437,Texas Competitive Electric Holdings Company LLC,18-Mar-2004,31-Dec-2003,—
1438,Orion Power Holdings Inc,17-Mar-2004,31-Dec-2003,—
1439,Northern States Power Co,17-Mar-2004,31-Dec-2003,—
1440,TodCo,17-Mar-2004,31-Dec-2003,THE.N^G07
1441,Red Oak Power LLC,17-Mar-2004,31-Dec-2003,—
1442,NRG Energy Inc,16-Mar-2004,31-Dec-2003,NRG.N
1443,AES Eastern Energy LP,16-Mar-2004,31-Dec-2003,—
1444,Madison Gas and Electric Co,15-Mar-2004,31-Dec-2003,—
1445,Duke Energy Carolinas LLC,15-Mar-2004,31-Dec-2003,—
1446,Arizona Public Service Co,15-Mar-2004,31-Dec-2003,AZD.N^A00
1447,Pinnacle West Capital Corp,15-Mar-2004,31-Dec-2003,PNW.N
1448,Tucson Electric Power Co,15-Mar-2004,31-Dec-2003,—
1449,Evergy Kansas South Inc,15-Mar-2004,31-Dec-2003,—
1450,AES Corp,15-Mar-2004,31-Dec-2003,AES.N
1451,Cleveland Electric Illuminating Co,15-Mar-2004,31-Dec-2003,CVE_p.N^C05
1452,SDG&E Funding LLC,15-Mar-2004,31-Dec-2003,—
1453,Duquesne Light Co,15-Mar-2004,31-Dec-2003,DQUEK.PK^D15
1454,Southern California Edison Co,15-Mar-2004,31-Dec-2003,SCE_pe.A^I20
1455,Edison International,15-Mar-2004,31-Dec-2003,EIX.N
1456,El Paso Electric Co,15-Mar-2004,31-Dec-2003,EE.N^G20
1457,Edison Mission Energy,15-Mar-2004,31-Dec-2003,—
1458,Mission Energy Holding Co,15-Mar-2004,31-Dec-2003,—
1459,Centerpoint Energy Houston Electric LLC,15-Mar-2004,31-Dec-2003,HSLPP.PK^H09
1460,Midwest Generation LLC,15-Mar-2004,31-Dec-2003,—
1461,Texas Genco Holdings Inc,15-Mar-2004,31-Dec-2003,TGN.N^L04
1462,EME Homer City Generation LP,15-Mar-2004,31-Dec-2003,—
1463,Sempra Texas Holdings Corp,15-Mar-2004,31-Dec-2003,—
1464,Ipalco Enterprises Inc,15-Mar-2004,31-Dec-2003,IPL.N^C01
1465,Otter Tail Corp,12-Mar-2004,31-Dec-2003,OTTR.OQ
1466,Empire District Electric Co,12-Mar-2004,31-Dec-2003,EDE.N^A17
1467,Green Mountain Power Corp,12-Mar-2004,31-Dec-2003,GMP.N^D07
1468,Consumers Energy Co,12-Mar-2004,31-Dec-2003,CMS_pb.N
1469,Connecticut Light and Power Co,12-Mar-2004,31-Dec-2003,CNLPL.PK
1470,Atlantic City Electric Co,12-Mar-2004,31-Dec-2003,ANTEM.PK^C11
1471,Delmarva Power & Light Co,12-Mar-2004,31-Dec-2003,DELML.OB^B07
1472,Potomac Electric Power Co,12-Mar-2004,31-Dec-2003,—
1473,Duke Energy Florida LLC,12-Mar-2004,31-Dec-2003,FLPWP.PK^C13
1474,Duke Energy Progress LLC,12-Mar-2004,31-Dec-2003,CPWPO.PK^C13
1475,Alliant Energy Corp,11-Mar-2004,31-Dec-2003,LNT.OQ
1476,Allegheny Energy Supply Company LLC,11-Mar-2004,31-Dec-2003,—
1477,Allegheny Generating Co,11-Mar-2004,31-Dec-2003,—
1478,Allegheny Energy Inc,11-Mar-2004,31-Dec-2003,AYE.N^B11
1479,Allegheny Generating Co,11-Mar-2004,31-Dec-2003,—
1480,Allegheny Energy Inc,11-Mar-2004,31-Dec-2003,AYE.N^B11
1481,Southwestern Electric Power Co,11-Mar-2004,31-Dec-2003,SWSEO.PK^K11
1482,Public Service Company Of Oklahoma,11-Mar-2004,31-Dec-2003,PSOKM.PK^K11
1483,Ohio Power Co,11-Mar-2004,31-Dec-2003,OHIPM.PK^K11
1484,Kentucky Power Co,11-Mar-2004,31-Dec-2003,—
1485,Indiana Michigan Power Co,11-Mar-2004,31-Dec-2003,IMIGO.PK^K11
1486,Columbus Southern Power Co,11-Mar-2004,31-Dec-2003,COCSP.PK^K06
1487,AEP Texas North Co,11-Mar-2004,31-Dec-2003,ATXAN.PK^K11
1488,AEP Texas Central Co,11-Mar-2004,31-Dec-2003,ATXCH.PK^K11
1489,Appalachian Power Co,11-Mar-2004,31-Dec-2003,APPWM.OB^K11
1490,Aep Generating Co,11-Mar-2004,31-Dec-2003,—
1491,American Electric Power Company Inc,11-Mar-2004,31-Dec-2003,AEP.OQ
1492,Wec Acquisition Corp,11-Mar-2004,31-Dec-2003,TEG.N^F15
1493,ALLETE Inc,11-Mar-2004,31-Dec-2003,ALE.N
1494,PNM Resources Inc,10-Mar-2004,31-Dec-2003,PNM.N
1495,Central Vermont Public Service Corp,10-Mar-2004,31-Dec-2003,CV.N^F12
1496,Evergy Missouri West Inc,10-Mar-2004,31-Dec-2003,ILA.N^G08
1497,Ameren Corp,09-Mar-2004,31-Dec-2003,AEE.N
1498,Cleco Corporate Holdings LLC,09-Mar-2004,31-Dec-2003,CNL.N^D16
1499,Hawaiian Electric Company Inc,09-Mar-2004,31-Dec-2003,HAWLI.PK
1500,Avangrid Inc,09-Mar-2004,31-Dec-2003,AGR.N
1501,Wisconsin Electric Power Co,08-Mar-2004,31-Dec-2003,WELPP.PK
1502,OGE Energy Corp,08-Mar-2004,31-Dec-2003,OGE.N
1503,WD Media LLC,08-Mar-2004,28-Dec-2003,KOMG.OQ^I07
1504,Dynegy Holdings LLC,05-Mar-2004,31-Dec-2003,—
1505,Idacorp Inc,04-Mar-2004,31-Dec-2003,IDA.N
1506,DTE Electric Co,03-Mar-2004,31-Dec-2003,—
1507,NSTAR Electric Co,03-Mar-2004,31-Dec-2003,NSARO.PK
1508,DTE Energy Co,03-Mar-2004,31-Dec-2003,DTE.N
1509,Detroit Edison Securitization Funding LLC,03-Mar-2004,31-Dec-2003,—
1510,Texas-New Mexico Power Co,02-Mar-2004,31-Dec-2003,—
1511,TNP Enterprises Inc,02-Mar-2004,31-Dec-2003,—
1512,NSTAR,02-Mar-2004,31-Dec-2003,NST.DG^D12
1513,WEC Energy Group Inc,02-Mar-2004,31-Dec-2003,WEC.N
1514,PPL Corp,01-Mar-2004,31-Dec-2003,PPL.N
1515,UIL Holdings Corp (Pre-Merger),01-Mar-2004,31-Dec-2003,UIL.N^L15
1516,Alabama Power Co,01-Mar-2004,31-Dec-2003,ALP_pq.N^J22
1517,Dominion Energy Inc,01-Mar-2004,31-Dec-2003,D.N
1518,Virginia Electric and Power Co,01-Mar-2004,31-Dec-2003,VEL_pe.N^J14
1519,Florida Power & Light Co,27-Feb-2004,31-Dec-2003,ELB.N^L03
1520,Dominion Energy South Carolina Inc,27-Feb-2004,31-Dec-2003,SCG_p.N^L09
1521,Calenergy Minerals LLC,27-Feb-2004,31-Dec-2003,—
1522,San Diego Gas & Electric Co,25-Feb-2004,31-Dec-2003,SDO_ph.A^J13
1523,Consolidated Edison Inc,24-Feb-2004,31-Dec-2003,ED.N
1524,Commonwealth Edison Co,20-Feb-2004,31-Dec-2003,CQXL.PK^B22
1525,Pacific Gas and Electric Co,19-Feb-2004,31-Dec-2003,PCG_pa.A
1526,PG&E Corp,19-Feb-2004,31-Dec-2003,PCG.N
1527,CH Energy Group Inc,18-Feb-2004,31-Dec-2003,CHG.N^F13
1528,MidAmerican Energy Co,09-Feb-2004,31-Dec-2003,—
1529,Berkshire Hathaway Energy Co,09-Feb-2004,31-Dec-2003,—
1530,CE Casecnan Water & Energy Co Inc,09-Feb-2004,31-Dec-2003,—
1531,Monongahela Power Co,25-Sep-2003,31-Dec-2002,MPN_pa.A^I07
1532,Potomac Edison Co,25-Sep-2003,31-Dec-2002,—
1533,West Penn Power Co,25-Sep-2003,31-Dec-2002,—
1534,Allegheny Energy Inc,25-Sep-2003,31-Dec-2002,AYE.N^B11
1535,Niagara Mohawk Power Corp,30-Jun-2003,31-Mar-2003,NMK_pb.N
1536,New England Power Co,30-Jun-2003,31-Mar-2003,NEWEN.PK
1537,Ridgewood Power Growth Fund,24-Jun-2003,31-Dec-2002,—
1538,Genon Energy Holdings LLC,30-Apr-2003,31-Dec-2002,MIR.N^L10
1539,Potomac Electric Power Co,23-Apr-2003,31-Dec-2002,—
1540,Central Illinois Light Co,15-Apr-2003,31-Dec-2002,CILTL.OB^H10
1541,Evergy Kansas South Inc,15-Apr-2003,31-Dec-2002,—
1542,Evergy Missouri West Inc,15-Apr-2003,31-Dec-2002,ILA.N^G08
1543,NRG Northeast Generating LLC,14-Apr-2003,31-Dec-2002,—
1544,Evergy Kansas Central Inc,11-Apr-2003,31-Dec-2002,WREGH.PK^F02
1545,Southern Indiana Gas and Electric Co,09-Apr-2003,31-Dec-2002,—
1546,Thermal Energy Storage Inc,04-Apr-2003,31-Dec-2002,THES.PK^L11
1547,Indiantown Cogeneration Funding Corp,01-Apr-2003,31-Dec-2002,—
1548,Xcel Energy Inc,31-Mar-2003,31-Dec-2002,XEL.OQ
1549,Baycorp Holdings Ltd,31-Mar-2003,31-Dec-2002,MWH.A^L05
1550,Consumers Energy Co,31-Mar-2003,31-Dec-2002,CMS_pb.N
1551,Red Oak Power LLC,31-Mar-2003,31-Dec-2002,—
1552,Helix Ironwood LLC (LEBANON),31-Mar-2003,31-Dec-2002,—
1553,Environmental Power Corp,31-Mar-2003,31-Dec-2002,EPGRQ.PK
1554,Covanta Energy LLC,31-Mar-2003,31-Dec-2002,CVGYQ.PK^L04
1555,Berkshire Hathaway Energy Co,31-Mar-2003,31-Dec-2002,—
1556,Arizona Public Service Co,31-Mar-2003,31-Dec-2002,AZD.N^A00
1557,Pinnacle West Capital Corp,31-Mar-2003,31-Dec-2002,PNW.N
1558,Chugach Electric Association Inc,31-Mar-2003,31-Dec-2002,—
1559,Black Hills Power Inc,31-Mar-2003,31-Dec-2002,—
1560,NRG Energy Inc,31-Mar-2003,31-Dec-2002,NRG.N
1561,Pineapple Energy Inc,31-Mar-2003,31-Dec-2002,PEGY.OQ
1562,Calpine Corp,31-Mar-2003,31-Dec-2002,CPN.N^C18
1563,Cedar Brakes I LLC,31-Mar-2003,31-Dec-2002,—
1564,ESI Tractebel Funding Corp,31-Mar-2003,31-Dec-2002,—
1565,Southern California Edison Co,31-Mar-2003,31-Dec-2002,SCE_pe.A^I20
1566,Mission Energy Holding Co,28-Mar-2003,31-Dec-2002,—
1567,AES Eastern Energy LP,28-Mar-2003,31-Dec-2002,—
1568,Edison Mission Energy,28-Mar-2003,31-Dec-2002,—
1569,East Coast Power LLC,28-Mar-2003,31-Dec-2002,—
1570,Midwest Generation LLC,28-Mar-2003,31-Dec-2002,—
1571,EME Homer City Generation LP,28-Mar-2003,31-Dec-2002,—
1572,CE Casecnan Water & Energy Co Inc,28-Mar-2003,31-Dec-2002,—
1573,Oglethorpe Power Corp,28-Mar-2003,31-Dec-2002,—
1574,NV Energy Inc,28-Mar-2003,31-Dec-2002,NVE.N^L13
1575,Calenergy Minerals LLC,28-Mar-2003,31-Dec-2002,—
1576,Energy Future Competitive Holdings Company LLC,28-Mar-2003,31-Dec-2002,TXHCO.PK^J05
1577,MidAmerican Energy Co,28-Mar-2003,31-Dec-2002,—
1578,Versant Power,28-Mar-2003,31-Dec-2002,BANGN.PK
1579,NSTAR Electric Co,27-Mar-2003,31-Dec-2002,NSARO.PK
1580,Otter Tail Corp,27-Mar-2003,31-Dec-2002,OTTR.OQ
1581,Ipalco Enterprises Inc,26-Mar-2003,31-Dec-2002,IPL.N^C01
1582,Oncor Electric Delivery Company LLC,26-Mar-2003,31-Dec-2002,—
1583,Centerpoint Energy Transition Bond Company LLC,26-Mar-2003,31-Dec-2002,—
1584,Cleveland Electric Illuminating Co,26-Mar-2003,31-Dec-2002,CVE_p.N^C05
1585,Madison Gas and Electric Co,26-Mar-2003,31-Dec-2002,—
1586,MGE Energy Inc,26-Mar-2003,31-Dec-2002,MGEE.OQ
1587,OGE Energy Corp,26-Mar-2003,31-Dec-2002,OGE.N
1588,AES Corp,26-Mar-2003,31-Dec-2002,AES.N
1589,Alliant Energy Corp,26-Mar-2003,31-Dec-2002,LNT.OQ
1590,AEP Texas Central Transition Funding LLC,25-Mar-2003,31-Dec-2002,—
1591,Ameren Illinois Co,24-Mar-2003,31-Dec-2002,AILLP.PK
1592,Union Electric Co,24-Mar-2003,31-Dec-2002,UELMO.PK
1593,SDG&E Funding LLC,24-Mar-2003,31-Dec-2002,—
1594,Green Mountain Power Corp,24-Mar-2003,31-Dec-2002,GMP.N^D07
1595,DTE Energy Co,24-Mar-2003,31-Dec-2002,DTE.N
1596,El Paso Electric Co,24-Mar-2003,31-Dec-2002,EE.N^G20
1597,Dominion Energy South Carolina Inc,21-Mar-2003,31-Dec-2002,SCG_p.N^L09
1598,Duke Energy Progress LLC,21-Mar-2003,31-Dec-2002,CPWPO.PK^C13
1599,Duke Energy Florida LLC,21-Mar-2003,31-Dec-2002,FLPWP.PK^C13
1600,Connecticut Light and Power Co,21-Mar-2003,31-Dec-2002,CNLPL.PK
1601,Duquesne Light Holdings Inc,20-Mar-2003,31-Dec-2002,DQE.N^F07
1602,Southwestern Electric Power Co,20-Mar-2003,31-Dec-2002,SWSEO.PK^K11
1603,Public Service Company Of Oklahoma,20-Mar-2003,31-Dec-2002,PSOKM.PK^K11
1604,Ohio Power Co,20-Mar-2003,31-Dec-2002,OHIPM.PK^K11
1605,Kentucky Power Co,20-Mar-2003,31-Dec-2002,—
1606,Indiana Michigan Power Co,20-Mar-2003,31-Dec-2002,IMIGO.PK^K11
1607,Columbus Southern Power Co,20-Mar-2003,31-Dec-2002,COCSP.PK^K06
1608,AEP Texas North Co,20-Mar-2003,31-Dec-2002,ATXAN.PK^K11
1609,AEP Texas Central Co,20-Mar-2003,31-Dec-2002,ATXCH.PK^K11
1610,Virginia Electric and Power Co,20-Mar-2003,31-Dec-2002,VEL_pe.N^J14
1611,Dominion Energy Inc,20-Mar-2003,31-Dec-2002,D.N
1612,Appalachian Power Co,20-Mar-2003,31-Dec-2002,APPWM.OB^K11
1613,Central Vermont Public Service Corp,19-Mar-2003,31-Dec-2002,CV.N^F12
1614,PNM Resources Inc,18-Mar-2003,31-Dec-2002,PNM.N
1615,Cleco Corporate Holdings LLC,18-Mar-2003,31-Dec-2002,CNL.N^D16
1616,Caithness Coso Funding Corp,17-Mar-2003,31-Dec-2002,—
1617,Portland General Electric Co,17-Mar-2003,31-Dec-2002,POR.N
1618,Duke Energy Carolinas LLC,14-Mar-2003,31-Dec-2002,—
1619,WD Media LLC,13-Mar-2003,29-Dec-2002,KOMG.OQ^I07
1620,Texas Genco Holdings Inc,12-Mar-2003,31-Dec-2002,TGN.N^L04
1621,Sempra Texas Holdings Corp,12-Mar-2003,31-Dec-2002,—
1622,Centerpoint Energy Houston Electric LLC,11-Mar-2003,31-Dec-2002,HSLPP.PK^H09
1623,Tucson Electric Power Co,11-Mar-2003,31-Dec-2002,—
1624,Wec Acquisition Corp,10-Mar-2003,31-Dec-2002,TEG.N^F15
1625,Puget Energy Inc,10-Mar-2003,10-Mar-2003,PSD.N^B09
1626,Alabama Power Co,10-Mar-2003,31-Dec-2002,ALP_pq.N^J22
1627,Teco Capital Trust II,07-Mar-2003,31-Dec-2002,—
1628,Idacorp Inc,07-Mar-2003,31-Dec-2002,IDA.N
1629,Empire District Electric Co,06-Mar-2003,31-Dec-2002,EDE.N^A17
1630,Dayton Power and Light Co,05-Mar-2003,31-Dec-2002,DAYPO.PK^J16
1631,National Energy & Gas Transmission Inc,05-Mar-2003,31-Dec-2002,NLEY.PK^L13
1632,PPL Corp,03-Mar-2003,31-Dec-2002,PPL.N
1633,UIL Holdings Corp (Pre-Merger),28-Feb-2003,31-Dec-2002,UIL.N^L15
1634,Wisconsin Electric Power Co,28-Feb-2003,31-Dec-2002,WELPP.PK
1635,WEC Energy Group Inc,28-Feb-2003,31-Dec-2002,WEC.N
1636,Evergy Metro Inc,28-Feb-2003,31-Dec-2002,—
1637,Consolidated Edison Company of New York Inc,27-Feb-2003,31-Dec-2002,CEDNM.PK^E12
1638,Avangrid Inc,27-Feb-2003,31-Dec-2002,AGR.N
1639,San Diego Gas & Electric Co,26-Feb-2003,31-Dec-2002,SDO_ph.A^J13
1640,Northern States Power Co,26-Feb-2003,31-Dec-2002,—
1641,DPL Inc,20-Feb-2003,31-Dec-2002,DPL.N^K11
1642,CH Energy Group Inc,19-Feb-2003,31-Dec-2002,CHG.N^F13
1643,ALLETE Inc,14-Feb-2003,31-Dec-2002,ALE.N
1644,Covanta Energy LLC,19-Jul-2002,31-Dec-2001,CVGYQ.PK^L04
1645,New England Power Co,01-Jul-2002,31-Mar-2002,NEWEN.PK
1646,Covanta Energy LLC,19-Jul-2002,31-Dec-2001,CVGYQ.PK^L04
1647,New England Power Co,01-Jul-2002,31-Mar-2002,NEWEN.PK
1648,New England Power Co,01-Jul-2002,31-Mar-2002,NEWEN.PK
1649,Pacificorp,31-May-2002,31-Mar-2002,PPWLO.PK
1650,Thermal Energy Storage Inc,21-May-2002,31-Dec-2001,THES.PK^L11
1651,Public Service Company of New Hampshire,08-May-2002,31-Dec-2001,PUSNP.PK^C04
1652,Western Massachusetts Electric Co,08-May-2002,31-Dec-2001,—
1653,FirstLight Storage Co,08-May-2002,31-Dec-2001,—
1654,Connecticut Light and Power Co,08-May-2002,31-Dec-2001,CNLPL.PK
1655,Ridgewood Power Growth Fund,25-Apr-2002,31-Dec-2001,—
1656,Dynamotive Energy Systems Corp,16-Apr-2002,31-Dec-2001,DYMTF.PK^J12
1657,GenOn Rema LLC,16-Apr-2002,31-Dec-2001,—
1658,Portland General Electric Co,16-Apr-2002,31-Dec-2001,POR.N
1659,Centerpoint Energy Houston Electric LLC,15-Apr-2002,31-Dec-2001,HSLPP.PK^H09
1660,East Coast Power LLC,15-Apr-2002,31-Dec-2001,—
1661,ESI Tractebel Funding Corp,15-Apr-2002,31-Dec-2001,—
1662,Evergy Missouri West Inc,08-Apr-2002,31-Dec-2001,ILA.N^G08
1663,Calenergy Minerals LLC,01-Apr-2002,31-Dec-2001,—
1664,Indiantown Cogeneration Funding Corp,01-Apr-2002,31-Dec-2001,—
1665,Oglethorpe Power Corp,01-Apr-2002,31-Dec-2001,—
1666,NSTAR Electric Co,01-Apr-2002,31-Dec-2001,NSARO.PK
1667,West Penn Power Co,01-Apr-2002,31-Dec-2001,—
1668,Allegheny Energy Supply Company LLC,01-Apr-2002,31-Dec-2001,—
1669,Allegheny Generating Co,01-Apr-2002,31-Dec-2001,—
1670,Potomac Edison Co,01-Apr-2002,31-Dec-2001,—
1671,Monongahela Power Co,01-Apr-2002,31-Dec-2001,MPN_pa.A^I07
1672,Allegheny Energy Inc,01-Apr-2002,31-Dec-2001,AYE.N^B11
1673,Commonwealth Edison Co,01-Apr-2002,31-Dec-2001,CQXL.PK^B22
1674,Cleveland Electric Illuminating Co,01-Apr-2002,31-Dec-2001,CVE_p.N^C05
1675,Pineapple Energy Inc,01-Apr-2002,31-Dec-2001,PEGY.OQ
1676,NSTAR,01-Apr-2002,31-Dec-2001,NST.DG^D12
1677,Northern States Power Co,01-Apr-2002,31-Dec-2001,—
1678,Mission Energy Holding Co,01-Apr-2002,31-Dec-2001,—
1679,Midwest Generation LLC,01-Apr-2002,31-Dec-2001,—
1680,EME Homer City Generation LP,01-Apr-2002,31-Dec-2001,—
1681,Edison Mission Energy,01-Apr-2002,31-Dec-2001,—
1682,Calpine Corp,29-Mar-2002,31-Dec-2001,CPN.N^C18
1683,CMS Energy Corp,29-Mar-2002,31-Dec-2001,CMS.N
1684,Xcel Energy Inc,29-Mar-2002,31-Dec-2001,XEL.OQ
1685,AES Eastern Energy LP,29-Mar-2002,31-Dec-2001,—
1686,Chugach Electric Association Inc,29-Mar-2002,31-Dec-2001,—
1687,CE Casecnan Water & Energy Co Inc,29-Mar-2002,31-Dec-2001,—
1688,Baltimore Gas and Electric Co,29-Mar-2002,31-Dec-2001,BGLEN.PK^I16
1689,TECO Energy Inc,29-Mar-2002,31-Dec-2001,TE.N^G16
1690,Florida Power & Light Co,29-Mar-2002,31-Dec-2001,ELB.N^L03
1691,Southern California Edison Co,29-Mar-2002,31-Dec-2001,SCE_pe.A^I20
1692,Potomac Electric Power Co,29-Mar-2002,31-Dec-2001,—
1693,Edison International,29-Mar-2002,31-Dec-2001,EIX.N
1694,Duquesne Light Holdings Inc,29-Mar-2002,31-Dec-2001,DQE.N^F07
1695,American Electric Power Company Inc,29-Mar-2002,31-Dec-2001,AEP.OQ
1696,Duke Energy Carolinas LLC,28-Mar-2002,31-Dec-2001,—
1697,OGE Energy Corp,28-Mar-2002,31-Dec-2001,OGE.N
1698,Americas Power Partners Inc,28-Mar-2002,31-Dec-2001,APPN.PK^D11
1699,TNP Enterprises Inc,28-Mar-2002,31-Dec-2001,—
1700,Duquesne Light Co,28-Mar-2002,31-Dec-2001,DQUEK.PK^D15
1701,Otter Tail Corp,28-Mar-2002,31-Dec-2001,OTTR.OQ
1702,Consolidated Edison Company of New York Inc,27-Mar-2002,31-Dec-2001,CEDNM.PK^E12
1703,WD Media LLC,27-Mar-2002,30-Dec-2001,KOMG.OQ^I07
1704,Dominion Energy South Carolina Inc,27-Mar-2002,31-Dec-2001,SCG_p.N^L09
1705,PNM Resources Inc,26-Mar-2002,31-Dec-2001,PNM.N
1706,WEC Energy Group Inc,26-Mar-2002,31-Dec-2001,WEC.N
1707,Niagara Mohawk Power Corp,26-Mar-2002,31-Dec-2001,NMK_pb.N
1708,Baycorp Holdings Ltd,25-Mar-2002,31-Dec-2001,MWH.A^L05
1709,AES Corp,25-Mar-2002,31-Dec-2001,AES.N
1710,Alabama Power Co,25-Mar-2002,31-Dec-2001,ALP_pq.N^J22
1711,SDG&E Funding LLC,25-Mar-2002,31-Dec-2001,—
1712,Green Mountain Power Corp,25-Mar-2002,31-Dec-2001,GMP.N^D07
1713,Eversource Energy,22-Mar-2002,31-Dec-2001,ES.N
1714,Idacorp Inc,22-Mar-2002,31-Dec-2001,IDA.N
1715,San Diego Gas & Electric Co,21-Mar-2002,31-Dec-2001,SDO_ph.A^J13
1716,Versant Power,20-Mar-2002,31-Dec-2001,BANGN.PK
1717,Puget Energy Inc,14-Mar-2002,31-Dec-2001,PSD.N^B09
1718,Caithness Coso Funding Corp,14-Mar-2002,31-Dec-2001,—
1719,Maine Public Service Co,14-Mar-2002,31-Dec-2001,—
1720,Dominion Energy Inc,11-Mar-2002,31-Dec-2001,D.N
1721,UIL Holdings Corp (Pre-Merger),11-Mar-2002,31-Dec-2001,UIL.N^L15
1722,Wec Acquisition Corp,11-Mar-2002,31-Dec-2001,TEG.N^F15
1723,National Energy & Gas Transmission Inc,05-Mar-2002,31-Dec-2001,NLEY.PK^L13
1724,Pacific Gas and Electric Co,05-Mar-2002,31-Dec-2001,PCG_pa.A
1725,PG&E Corp,05-Mar-2002,31-Dec-2001,PCG.N
1726,Empire District Electric Co,05-Mar-2002,31-Dec-2001,EDE.N^A17
1727,CH Energy Group Inc,15-Feb-2002,31-Dec-2001,CHG.N^F13
1728,Epod International Inc,09-Jan-2002,31-Dec-2001,EPOI.PK^E08
1729,Indiantown Cogeneration Funding Corp,13-Aug-2001,31-Dec-2000,—
1730,Indiantown Cogeneration Funding Corp,13-Aug-2001,31-Dec-1999,—
1731,New England Power Co,28-Jun-2001,31-Mar-2001,NEWEN.PK
1732,Thermal Energy Storage Inc,27-Jun-2001,31-Dec-2000,THES.PK^L11
1733,Pacificorp,24-May-2001,31-Mar-2001,PPWLO.PK
1734,Dynamotive Energy Systems Corp,17-Apr-2001,31-Dec-2000,DYMTF.PK^J12
1735,Southern California Edison Co,17-Apr-2001,31-Dec-2000,SCE_pe.A^I20
1736,Edison International,17-Apr-2001,31-Dec-2000,EIX.N
1737,Pacific Gas and Electric Co,17-Apr-2001,31-Dec-2000,PCG_pa.A
1738,PG&E Corp,17-Apr-2001,31-Dec-2000,PCG.N
1739,Ridgewood Power Growth Fund,13-Apr-2001,31-Dec-2000,—
1740,Duke Energy Carolinas LLC,02-Apr-2001,31-Dec-2000,—
1741,Consolidated Edison Company of New York Inc,02-Apr-2001,31-Dec-2000,CEDNM.PK^E12
1742,Berkshire Hathaway Energy Co,02-Apr-2001,30-Mar-2001,—
1743,Pineapple Energy Inc,02-Apr-2001,31-Dec-2000,PEGY.OQ
1744,Black Hills Power Inc,02-Apr-2001,31-Dec-2000,—
1745,Calenergy Minerals LLC,02-Apr-2001,31-Dec-2000,—
1746,Edison Mission Energy,02-Apr-2001,31-Dec-2000,—
1747,Chestnut Ridge Energy Co,02-Apr-2001,31-Dec-2000,—
1748,ESI Tractebel Funding Corp,30-Mar-2001,31-Dec-2000,—
1749,Indiantown Cogeneration LP,30-Mar-2001,31-Dec-2000,—
1750,Cleco Corporate Holdings LLC,30-Mar-2001,31-Dec-2000,CNL.N^D16
1751,Baycorp Holdings Ltd,30-Mar-2001,31-Dec-2000,MWH.A^L05
1752,AES Eastern Energy LP,30-Mar-2001,31-Dec-2000,—
1753,Wisconsin Electric Power Co,30-Mar-2001,31-Dec-2000,WELPP.PK
1754,NSTAR Electric Co,30-Mar-2001,30-Dec-2000,NSARO.PK
1755,Chugach Electric Association Inc,30-Mar-2001,31-Dec-2000,—
1756,Baltimore Gas and Electric Co,30-Mar-2001,31-Dec-2000,BGLEN.PK^I16
1757,CE Casecnan Water & Energy Co Inc,29-Mar-2001,31-Dec-2000,—
1758,Central Hudson Gas & Electric Corp,29-Mar-2001,31-Dec-2000,CHGEM.OB^C13
1759,Caithness Coso Funding Corp,29-Mar-2001,31-Dec-2000,—
1760,Alabama Power Co,29-Mar-2001,31-Dec-2000,ALP_pq.N^J22
1761,Connecticut Light and Power Co,28-Mar-2001,31-Dec-2000,CNLPL.PK
1762,Northern States Power Co,28-Mar-2001,31-Dec-2000,—
1763,Northern States Power Co,28-Mar-2001,31-Dec-2000,—
1764,Xcel Energy Inc,27-Mar-2001,31-Dec-2000,XEL.OQ
1765,AES Corp,27-Mar-2001,31-Dec-2000,AES.N
1766,SDG&E Funding LLC,27-Mar-2001,31-Dec-2000,—
1767,Versant Power,27-Mar-2001,31-Dec-2000,BANGN.PK
